Sale_ID,T00001,T00002,T00003,T00004,T00005
Sale_Date,45466,45342,45655,45346,45535
Customer_ID,C0154,C0090,C0162,C0115,C0105
Product_ID,P0006,P0050,P0010,P0005,P0023
Product_Category,Clothing,Home,Toys,Home,Clothing
Store_ID,S002,S009,S002,S009,S007
Region,West,East,West,East,East
Quantity_Sold,6,3,3,1,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Net Banking,Net Banking,Net Banking,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,601.77,601.77,200.59,1404.13
Sale_ID,T00041,T00042,T00043,T00044,T00045
Sale_Date,45611,45422,45598,45426,45312
Customer_ID,C0135,C0196,C0058,C0114,C0075
Product_ID,P0010,P0044,P0002,P0013,P0040
Product_Category,Grocery,Electronics,Grocery,Toys,Electronics
Store_ID,S008,S002,S007,S006,S004
Region,East,East,West,East,East
Quantity_Sold,5,4,4,4,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,UPI,UPI,Cash
Returned,No,No,Yes,No,Yes
Total_Sale_Amount,1002.95,802.36,802.36,802.36,1203.54
Sale_ID,T00046,T00047,T00048,T00049,T00050
Sale_Date,45620,45458,45565,45380,45607
Customer_ID,C0157,C0120,C0164,C0021,C0164
Product_ID,P0002,P0020,P0001,P0037,P0009
Product_Category,Toys,Clothing,Electronics,Toys,Clothing
Store_ID,S007,S004,S002,S010,S007
Region,South,North,North,South,South
Quantity_Sold,8,8,5,6,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,UPI,Credit Card,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,1604.72,1002.95,1203.54,802.36
Sale_ID,T00051,T00052,T00053,T00054,T00055
Sale_Date,45305,45533,45556,45637,45344
Customer_ID,C0138,C0101,C0152,C0192,C0177
Product_ID,P0017,P0009,P0011,P0015,P0024
Product_Category,Grocery,Clothing,Home,Clothing,Clothing
Store_ID,S008,S002,S005,S001,S007
Region,West,West,West,South,South
Quantity_Sold,9,8,1,2,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,UPI,UPI,UPI
Returned,No,No,No,Yes,No
Total_Sale_Amount,1805.31,1604.72,200.59,401.18,1805.31
Sale_ID,T00056,T00057,T00058,T00059,T00060
Sale_Date,45631,45383,45555,45326,45497
Customer_ID,C0099,C0036,C0096,C0152,C0151
Product_ID,P0038,P0035,P0030,P0031,P0049
Product_Category,Home,Toys,Toys,Clothing,Home
Store_ID,S008,S006,S005,S006,S002
Region,East,West,West,West,North
Quantity_Sold,8,3,8,1,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,UPI,Cash,Credit Card
Returned,No,No,No,No,Yes
Total_Sale_Amount,1604.72,601.77,1604.72,200.59,802.36
Sale_ID,T00061,T00062,T00063,T00064,T00065
Sale_Date,45372,45341,45651,45293,45345
Customer_ID,C0190,C0037,C0012,C0113,C0183
Product_ID,P0005,P0044,P0050,P0014,P0011
Product_Category,Home,Grocery,Toys,Electronics,Toys
Store_ID,S001,S007,S007,S010,S010
Region,East,West,West,West,North
Quantity_Sold,3,6,7,4,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,Cash,UPI,Cash
Returned,No,No,No,Yes,No
Total_Sale_Amount,601.77,1203.54,1404.13,802.36,1404.13
Sale_ID,T00066,T00067,T00068,T00069,T00070
Sale_Date,45397,45551,45601,45482,45509
Customer_ID,C0013,C0023,C0099,C0105,C0030
Product_ID,P0009,P0034,P0012,P0035,P0035
Product_Category,Toys,Grocery,Electronics,Grocery,Electronics
Store_ID,S002,S002,S001,S010,S008
Region,North,South,East,South,East
Quantity_Sold,9,2,3,5,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,UPI,UPI,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,401.18,601.77,1002.95,601.77
Sale_ID,T00071,T00072,T00073,T00074,T00075
Sale_Date,45335,45453,45493,45561,45642
Customer_ID,C0017,C0113,C0062,C0084,C0112
Product_ID,P0001,P0040,P0022,P0029,P0008
Product_Category,Clothing,Electronics,Grocery,Toys,Electronics
Store_ID,S008,S001,S008,S009,S004
Region,North,West,South,West,South
Quantity_Sold,8,8,8,9,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Credit Card,UPI,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,1604.72,1604.72,1805.31,802.36
Sale_ID,T00076,T00077,T00078,T00079,T00080
Sale_Date,45595,45562,45506,45543,45481
Customer_ID,C0086,C0141,C0187,C0019,C0177
Product_ID,P0011,P0041,P0037,P0014,P0030
Product_Category,Electronics,Home,Toys,Clothing,Grocery
Store_ID,S001,S001,S003,S005,S005
Region,North,North,North,South,East
Quantity_Sold,5,5,8,7,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,Net Banking,Net Banking,Credit Card
Returned,No,No,No,No,Yes
Total_Sale_Amount,1002.95,1002.95,1604.72,1404.13,1805.31
Sale_ID,T00081,T00082,T00083,T00084,T00085
Sale_Date,45587,45504,45499,45528,45629
Customer_ID,C0100,C0140,C0189,C0147,C0076
Product_ID,P0035,P0021,P0037,P0005,P0019
Product_Category,Clothing,Toys,Electronics,Electronics,Toys
Store_ID,S009,S010,S002,S002,S006
Region,South,East,South,South,North
Quantity_Sold,8,2,4,6,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,Credit Card,Credit Card,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,401.18,802.36,1203.54,401.18
Sale_ID,T00086,T00087,T00088,T00089,T00090
Sale_Date,45344,45571,45508,45543,45479
Customer_ID,C0009,C0199,C0028,C0128,C0052
Product_ID,P0014,P0026,P0004,P0025,P0045
Product_Category,Electronics,Electronics,Electronics,Grocery,Grocery
Store_ID,S009,S001,S009,S009,S009
Region,West,West,East,West,South
Quantity_Sold,7,3,3,2,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,UPI,Cash,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1404.13,601.77,601.77,401.18,1604.72
Sale_ID,T00091,T00092,T00093,T00094,T00095
Sale_Date,45332,45448,45306,45592,45356
Customer_ID,C0083,C0111,C0144,C0117,C0069
Product_ID,P0042,P0025,P0018,P0040,P0008
Product_Category,Home,Clothing,Toys,Toys,Toys
Store_ID,S005,S009,S004,S002,S006
Region,South,North,North,West,East
Quantity_Sold,6,1,1,7,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,Credit Card,UPI,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,200.59,200.59,1404.13,1604.72
Sale_ID,T00096,T00097,T00098,T00099,T00100
Sale_Date,45636,45618,45300,45635,45420
Customer_ID,C0099,C0140,C0025,C0180,C0123
Product_ID,P0039,P0040,P0014,P0032,P0038
Product_Category,Home,Grocery,Home,Toys,Clothing
Store_ID,S004,S006,S003,S006,S002
Region,West,West,West,West,South
Quantity_Sold,5,5,4,6,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,UPI,UPI,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,1002.95,802.36,1203.54,1203.54
Sale_ID,T00101,T00102,T00103,T00104,T00105
Sale_Date,45427,45354,45430,45372,45454
Customer_ID,C0053,C0151,C0144,C0057,C0039
Product_ID,P0033,P0023,P0015,P0033,P0025
Product_Category,Electronics,Grocery,Grocery,Home,Grocery
Store_ID,S002,S009,S007,S003,S001
Region,East,South,East,North,West
Quantity_Sold,3,9,7,1,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Credit Card,Cash,UPI
Returned,Yes,Yes,No,No,No
Total_Sale_Amount,601.77,1805.31,1404.13,200.59,1404.13
Sale_ID,T00106,T00107,T00108,T00109,T00110
Sale_Date,45580,45552,45522,45332,45319
Customer_ID,C0109,C0181,C0042,C0186,C0167
Product_ID,P0017,P0033,P0047,P0002,P0014
Product_Category,Toys,Toys,Home,Toys,Clothing
Store_ID,S008,S006,S007,S009,S005
Region,South,East,North,North,West
Quantity_Sold,5,5,2,4,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Cash,Cash,Cash,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,1002.95,401.18,802.36,1203.54
Sale_ID,T00111,T00112,T00113,T00114,T00115
Sale_Date,45426,45492,45619,45559,45324
Customer_ID,C0142,C0122,C0133,C0163,C0075
Product_ID,P0040,P0040,P0039,P0006,P0006
Product_Category,Home,Clothing,Electronics,Clothing,Electronics
Store_ID,S001,S010,S007,S005,S003
Region,East,South,West,South,North
Quantity_Sold,7,5,9,3,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Credit Card,Net Banking,Net Banking,Cash
Returned,Yes,No,Yes,No,No
Total_Sale_Amount,1404.13,1002.95,1805.31,601.77,200.59
Sale_ID,T00116,T00117,T00118,T00119,T00120
Sale_Date,45339,45353,45507,45584,45390
Customer_ID,C0146,C0076,C0009,C0074,C0186
Product_ID,P0003,P0007,P0008,P0042,P0015
Product_Category,Electronics,Clothing,Home,Toys,Toys
Store_ID,S009,S001,S001,S001,S003
Region,South,South,West,South,West
Quantity_Sold,4,9,4,2,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,UPI,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,1805.31,802.36,401.18,1002.95
Sale_ID,T00121,T00122,T00123,T00124,T00125
Sale_Date,45463,45651,45505,45326,45518
Customer_ID,C0145,C0007,C0174,C0141,C0168
Product_ID,P0047,P0029,P0033,P0030,P0039
Product_Category,Electronics,Electronics,Home,Grocery,Clothing
Store_ID,S006,S010,S003,S008,S010
Region,North,West,West,East,South
Quantity_Sold,3,9,4,6,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,UPI,UPI,UPI
Returned,Yes,No,No,No,No
Total_Sale_Amount,601.77,1805.31,802.36,1203.54,401.18
Sale_ID,T00126,T00127,T00128,T00129,T00130
Sale_Date,45392,45422,45548,45296,45509
Customer_ID,C0170,C0137,C0178,C0027,C0122
Product_ID,P0027,P0036,P0029,P0038,P0033
Product_Category,Electronics,Toys,Home,Clothing,Home
Store_ID,S002,S009,S003,S005,S010
Region,North,West,North,East,South
Quantity_Sold,6,3,9,2,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Net Banking,Cash,Credit Card,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,601.77,1805.31,401.18,1805.31
Sale_ID,T00131,T00132,T00133,T00134,T00135
Sale_Date,45546,45650,45574,45498,45306
Customer_ID,C0194,C0005,C0029,C0165,C0166
Product_ID,P0037,P0027,P0033,P0004,P0022
Product_Category,Clothing,Clothing,Electronics,Home,Home
Store_ID,S008,S002,S006,S005,S010
Region,West,South,East,East,North
Quantity_Sold,5,8,2,6,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Cash,UPI,UPI,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,1604.72,401.18,1203.54,601.77
Sale_ID,T00136,T00137,T00138,T00139,T00140
Sale_Date,45637,45333,45470,45354,45643
Customer_ID,C0083,C0136,C0109,C0065,C0086
Product_ID,P0002,P0010,P0005,P0010,P0033
Product_Category,Toys,Toys,Electronics,Electronics,Grocery
Store_ID,S009,S005,S002,S005,S004
Region,West,North,East,South,North
Quantity_Sold,5,8,1,5,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,Credit Card,Credit Card,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,1604.72,200.59,1002.95,601.77
Sale_ID,T00141,T00142,T00143,T00144,T00145
Sale_Date,45522,45532,45343,45387,45513
Customer_ID,C0145,C0071,C0045,C0132,C0036
Product_ID,P0038,P0013,P0031,P0047,P0036
Product_Category,Toys,Clothing,Home,Electronics,Home
Store_ID,S007,S006,S002,S005,S007
Region,North,South,North,South,West
Quantity_Sold,4,2,9,3,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,Net Banking,Net Banking,Credit Card
Returned,Yes,Yes,No,No,No
Total_Sale_Amount,802.36,401.18,1805.31,601.77,401.18
Sale_ID,T00146,T00147,T00148,T00149,T00150
Sale_Date,45522,45528,45434,45462,45320
Customer_ID,C0070,C0159,C0019,C0189,C0108
Product_ID,P0045,P0024,P0015,P0029,P0008
Product_Category,Home,Grocery,Toys,Electronics,Home
Store_ID,S007,S005,S009,S004,S003
Region,South,West,South,East,East
Quantity_Sold,9,7,6,1,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,Credit Card,UPI,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,1404.13,1203.54,200.59,1002.95
Sale_ID,T00151,T00152,T00153,T00154,T00155
Sale_Date,45327,45304,45451,45618,45478
Customer_ID,C0182,C0167,C0091,C0090,C0019
Product_ID,P0005,P0029,P0047,P0004,P0012
Product_Category,Electronics,Clothing,Grocery,Clothing,Electronics
Store_ID,S004,S005,S006,S003,S002
Region,West,West,East,West,South
Quantity_Sold,3,1,4,2,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Cash,UPI,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,200.59,802.36,401.18,401.18
Sale_ID,T00156,T00157,T00158,T00159,T00160
Sale_Date,45534,45377,45575,45357,45461
Customer_ID,C0039,C0126,C0195,C0173,C0141
Product_ID,P0045,P0002,P0027,P0031,P0036
Product_Category,Electronics,Toys,Home,Home,Clothing
Store_ID,S004,S005,S004,S003,S008
Region,South,East,North,South,West
Quantity_Sold,3,8,8,7,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,Cash,Cash,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,1604.72,1604.72,1404.13,1203.54
Sale_ID,T00161,T00162,T00163,T00164,T00165
Sale_Date,45336,45353,45425,45575,45319
Customer_ID,C0126,C0058,C0148,C0200,C0061
Product_ID,P0036,P0026,P0043,P0027,P0005
Product_Category,Grocery,Home,Toys,Clothing,Clothing
Store_ID,S010,S004,S002,S002,S001
Region,North,North,South,South,North
Quantity_Sold,9,4,1,8,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,Cash,UPI,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,802.36,200.59,1604.72,1404.13
Sale_ID,T00166,T00167,T00168,T00169,T00170
Sale_Date,45399,45335,45631,45577,45622
Customer_ID,C0127,C0105,C0167,C0001,C0131
Product_ID,P0020,P0011,P0010,P0040,P0038
Product_Category,Toys,Grocery,Toys,Grocery,Toys
Store_ID,S004,S010,S009,S007,S010
Region,North,East,West,East,South
Quantity_Sold,7,3,4,9,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,UPI,Net Banking,UPI,Cash
Returned,No,Yes,Yes,No,No
Total_Sale_Amount,1404.13,601.77,802.36,1805.31,1203.54
Sale_ID,T00171,T00172,T00173,T00174,T00175
Sale_Date,45419,45639,45522,45481,45516
Customer_ID,C0092,C0190,C0191,C0113,C0153
Product_ID,P0006,P0008,P0023,P0047,P0026
Product_Category,Toys,Electronics,Clothing,Toys,Toys
Store_ID,S007,S007,S008,S001,S010
Region,East,East,East,East,West
Quantity_Sold,5,3,9,5,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,Credit Card,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,601.77,1805.31,1002.95,1002.95
Sale_ID,T00176,T00177,T00178,T00179,T00180
Sale_Date,45574,45412,45407,45524,45550
Customer_ID,C0056,C0161,C0166,C0117,C0134
Product_ID,P0046,P0043,P0012,P0026,P0013
Product_Category,Home,Clothing,Home,Clothing,Home
Store_ID,S010,S008,S004,S004,S004
Region,West,North,South,East,North
Quantity_Sold,4,4,1,7,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,UPI,UPI,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,802.36,200.59,1404.13,1805.31
Sale_ID,T00181,T00182,T00183,T00184,T00185
Sale_Date,45650,45489,45428,45609,45456
Customer_ID,C0058,C0044,C0173,C0160,C0173
Product_ID,P0040,P0018,P0025,P0033,P0047
Product_Category,Toys,Toys,Electronics,Home,Grocery
Store_ID,S006,S007,S006,S001,S008
Region,North,North,West,East,East
Quantity_Sold,3,2,3,1,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Net Banking,Credit Card,UPI
Returned,No,No,Yes,No,No
Total_Sale_Amount,601.77,401.18,601.77,200.59,1203.54
Sale_ID,T00186,T00187,T00188,T00189,T00190
Sale_Date,45516,45598,45525,45463,45443
Customer_ID,C0061,C0047,C0149,C0080,C0118
Product_ID,P0040,P0043,P0012,P0044,P0036
Product_Category,Electronics,Home,Home,Electronics,Toys
Store_ID,S010,S007,S006,S006,S005
Region,South,East,East,North,South
Quantity_Sold,7,2,8,6,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Cash,Net Banking,Net Banking,Cash
Returned,Yes,No,No,Yes,No
Total_Sale_Amount,1404.13,401.18,1604.72,1203.54,802.36
Sale_ID,T00191,T00192,T00193,T00194,T00195
Sale_Date,45606,45451,45387,45524,45471
Customer_ID,C0164,C0147,C0020,C0185,C0146
Product_ID,P0048,P0004,P0005,P0037,P0008
Product_Category,Home,Toys,Electronics,Toys,Clothing
Store_ID,S006,S009,S010,S009,S010
Region,East,West,East,North,West
Quantity_Sold,5,8,3,3,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Cash,Cash,Credit Card
Returned,No,No,No,No,Yes
Total_Sale_Amount,1002.95,1604.72,601.77,601.77,802.36
Sale_ID,T00196,T00197,T00198,T00199,T00200
Sale_Date,45404,45609,45343,45559,45586
Customer_ID,C0047,C0049,C0014,C0143,C0159
Product_ID,P0042,P0049,P0028,P0031,P0009
Product_Category,Grocery,Home,Grocery,Toys,Home
Store_ID,S008,S010,S009,S010,S008
Region,North,East,West,South,South
Quantity_Sold,1,9,8,8,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,UPI,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,1805.31,1604.72,1604.72,1203.54
Sale_ID,T00201,T00202,T00203,T00204,T00205
Sale_Date,45404,45392,45404,45372,45478
Customer_ID,C0001,C0117,C0054,C0118,C0003
Product_ID,P0029,P0014,P0040,P0041,P0022
Product_Category,Toys,Clothing,Electronics,Home,Clothing
Store_ID,S008,S001,S010,S005,S004
Region,West,West,North,West,North
Quantity_Sold,7,6,9,3,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,UPI,Net Banking,UPI,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1404.13,1203.54,1805.31,601.77,601.77
Sale_ID,T00206,T00207,T00208,T00209,T00210
Sale_Date,45404,45293,45421,45511,45345
Customer_ID,C0144,C0185,C0012,C0074,C0016
Product_ID,P0011,P0023,P0001,P0046,P0037
Product_Category,Clothing,Home,Toys,Clothing,Grocery
Store_ID,S002,S008,S003,S004,S007
Region,East,North,West,West,East
Quantity_Sold,3,3,9,4,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,UPI,UPI,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,601.77,1805.31,802.36,1404.13
Sale_ID,T00211,T00212,T00213,T00214,T00215
Sale_Date,45634,45515,45516,45417,45421
Customer_ID,C0200,C0102,C0152,C0156,C0117
Product_ID,P0021,P0026,P0046,P0036,P0023
Product_Category,Clothing,Toys,Toys,Grocery,Clothing
Store_ID,S010,S009,S002,S003,S004
Region,West,West,South,South,East
Quantity_Sold,9,7,9,3,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,UPI,Credit Card,UPI,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,1404.13,1805.31,601.77,802.36
Sale_ID,T00216,T00217,T00218,T00219,T00220
Sale_Date,45344,45463,45509,45451,45489
Customer_ID,C0008,C0122,C0092,C0164,C0090
Product_ID,P0001,P0040,P0015,P0021,P0047
Product_Category,Toys,Home,Electronics,Electronics,Electronics
Store_ID,S010,S001,S007,S002,S005
Region,North,South,North,West,South
Quantity_Sold,8,6,5,4,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,Cash,Credit Card,Credit Card
Returned,Yes,No,No,No,No
Total_Sale_Amount,1604.72,1203.54,1002.95,802.36,1604.72
Sale_ID,T00221,T00222,T00223,T00224,T00225
Sale_Date,45538,45615,45494,45475,45414
Customer_ID,C0136,C0186,C0060,C0178,C0028
Product_ID,P0009,P0009,P0010,P0026,P0041
Product_Category,Clothing,Grocery,Toys,Home,Home
Store_ID,S001,S003,S002,S001,S007
Region,East,East,East,South,North
Quantity_Sold,1,9,1,8,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,UPI,Credit Card,UPI,Credit Card
Returned,No,No,Yes,No,No
Total_Sale_Amount,200.59,1805.31,200.59,1604.72,802.36
Sale_ID,T00226,T00227,T00228,T00229,T00230
Sale_Date,45546,45585,45571,45616,45389
Customer_ID,C0101,C0041,C0192,C0155,C0191
Product_ID,P0035,P0025,P0026,P0011,P0038
Product_Category,Clothing,Electronics,Clothing,Grocery,Grocery
Store_ID,S005,S001,S006,S005,S003
Region,West,North,North,West,West
Quantity_Sold,9,5,3,9,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,UPI,Credit Card,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,1002.95,601.77,1805.31,1805.31
Sale_ID,T00231,T00232,T00233,T00234,T00235
Sale_Date,45489,45531,45435,45388,45492
Customer_ID,C0145,C0161,C0157,C0141,C0046
Product_ID,P0002,P0007,P0018,P0027,P0034
Product_Category,Toys,Toys,Grocery,Grocery,Grocery
Store_ID,S007,S010,S009,S009,S009
Region,South,South,South,South,South
Quantity_Sold,4,4,8,2,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Net Banking,Cash,Cash,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,802.36,1604.72,401.18,1805.31
Sale_ID,T00236,T00237,T00238,T00239,T00240
Sale_Date,45415,45478,45617,45640,45550
Customer_ID,C0035,C0134,C0082,C0115,C0197
Product_ID,P0027,P0017,P0043,P0044,P0024
Product_Category,Clothing,Grocery,Home,Electronics,Grocery
Store_ID,S002,S003,S007,S005,S002
Region,West,North,South,South,North
Quantity_Sold,6,9,8,7,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,Cash,Net Banking,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,1805.31,1604.72,1404.13,200.59
Sale_ID,T00241,T00242,T00243,T00244,T00245
